sample_id,file,scenario_type,kind,idx,failed_u,failed_v,coverage_fixed_%,coverage_reopt_%,delta_pmus,components
line_14_154,samples\line_14_154.npz,faulted,line,14,12,13,92.85714285714286,100.0,-1.0,1
trafo_0_155,samples\trafo_0_155.npz,faulted,trafo,0,3,6,92.85714285714286,100.0,-1.0,1
trafo_1_156,samples\trafo_1_156.npz,faulted,trafo,1,3,8,92.85714285714286,100.0,-1.0,2
trafo_2_157,samples\trafo_2_157.npz,faulted,trafo,2,4,5,92.85714285714286,100.0,-1.0,1
trafo_3_158,samples\trafo_3_158.npz,faulted,trafo,3,6,7,85.71428571428571,100.0,-1.0,2
trafo_4_159,samples\trafo_4_159.npz,faulted,trafo,4,6,8,92.85714285714286,100.0,-1.0,2
line_0_160,samples\line_0_160.npz,faulted,line,0,0,1,85.71428571428571,100.0,0.0,2
line_1_161,samples\line_1_161.npz,faulted,line,1,0,4,85.71428571428571,100.0,0.0,2
line_2_162,samples\line_2_162.npz,faulted,line,2,1,2,85.71428571428571,100.0,0.0,2
line_3_163,samples\line_3_163.npz,faulted,line,3,1,3,85.71428571428571,100.0,0.0,2
line_4_164,samples\line_4_164.npz,faulted,line,4,1,4,85.71428571428571,100.0,0.0,2
line_5_165,samples\line_5_165.npz,faulted,line,5,2,3,78.57142857142857,100.0,0.0,2
line_6_166,samples\line_6_166.npz,faulted,line,6,3,4,85.71428571428571,100.0,0.0,2
line_7_167,samples\line_7_167.npz,faulted,line,7,5,10,78.57142857142857,100.0,0.0,2
line_8_168,samples\line_8_168.npz,faulted,line,8,5,11,85.71428571428571,100.0,0.0,2
line_9_169,samples\line_9_169.npz,faulted,line,9,5,12,78.57142857142857,100.0,0.0,2
line_10_170,samples\line_10_170.npz,faulted,line,10,8,9,78.57142857142857,100.0,0.0,2
line_11_171,samples\line_11_171.npz,faulted,line,11,8,13,78.57142857142857,100.0,0.0,2
line_12_172,samples\line_12_172.npz,faulted,line,12,9,10,85.71428571428571,100.0,1.0,2
line_13_173,samples\line_13_173.npz,faulted,line,13,11,12,85.71428571428571,100.0,1.0,3
line_14_174,samples\line_14_174.npz,faulted,line,14,12,13,85.71428571428571,100.0,1.0,2
trafo_0_175,samples\trafo_0_175.npz,faulted,trafo,0,3,6,85.71428571428571,100.0,0.0,2
trafo_1_176,samples\trafo_1_176.npz,faulted,trafo,1,3,8,85.71428571428571,100.0,0.0,2
trafo_2_177,samples\trafo_2_177.npz,faulted,trafo,2,4,5,85.71428571428571,100.0,0.0,2
trafo_3_178,samples\trafo_3_178.npz,faulted,trafo,3,6,7,85.71428571428571,100.0,0.0,2
trafo_4_179,samples\trafo_4_179.npz,faulted,trafo,4,6,8,85.71428571428571,100.0,0.0,2
line_0_180,samples\line_0_180.npz,faulted,line,0,0,1,85.71428571428571,100.0,1.0,1
line_1_181,samples\line_1_181.npz,faulted,line,1,0,4,85.71428571428571,100.0,0.0,1
line_2_182,samples\line_2_182.npz,faulted,line,2,1,2,85.71428571428571,100.0,1.0,2
line_3_183,samples\line_3_183.npz,faulted,line,3,1,3,85.71428571428571,100.0,1.0,1
line_4_184,samples\line_4_184.npz,faulted,line,4,1,4,85.71428571428571,100.0,0.0,1
line_5_185,samples\line_5_185.npz,faulted,line,5,2,3,85.71428571428571,100.0,0.0,1
line_6_186,samples\line_6_186.npz,faulted,line,6,3,4,85.71428571428571,100.0,0.0,1
line_7_187,samples\line_7_187.npz,faulted,line,7,5,10,78.57142857142857,100.0,-1.0,2
line_8_188,samples\line_8_188.npz,faulted,line,8,5,11,78.57142857142857,100.0,-1.0,1
line_9_189,samples\line_9_189.npz,faulted,line,9,5,12,78.57142857142857,100.0,0.0,1
line_10_190,samples\line_10_190.npz,faulted,line,10,8,9,78.57142857142857,100.0,1.0,2
line_11_191,samples\line_11_191.npz,faulted,line,11,8,13,85.71428571428571,100.0,0.0,1
line_12_192,samples\line_12_192.npz,faulted,line,12,9,10,85.71428571428571,100.0,0.0,2
line_13_193,samples\line_13_193.npz,faulted,line,13,11,12,85.71428571428571,100.0,0.0,1
line_14_194,samples\line_14_194.npz,faulted,line,14,12,13,85.71428571428571,100.0,0.0,2
trafo_0_195,samples\trafo_0_195.npz,faulted,trafo,0,3,6,85.71428571428571,100.0,0.0,2
trafo_1_196,samples\trafo_1_196.npz,faulted,trafo,1,3,8,85.71428571428571,100.0,0.0,1
trafo_2_197,samples\trafo_2_197.npz,faulted,trafo,2,4,5,85.71428571428571,100.0,0.0,2
trafo_3_198,samples\trafo_3_198.npz,faulted,trafo,3,6,7,78.57142857142857,100.0,1.0,2
trafo_4_199,samples\trafo_4_199.npz,faulted,trafo,4,6,8,85.71428571428571,100.0,0.0,1
line_0_200,samples\line_0_200.npz,faulted,line,0,0,1,85.71428571428571,100.0,2.0,4
line_1_201,samples\line_1_201.npz,faulted,line,1,0,4,92.85714285714286,100.0,1.0,4
line_2_202,samples\line_2_202.npz,faulted,line,2,1,2,92.85714285714286,100.0,1.0,3
line_3_203,samples\line_3_203.npz,faulted,line,3,1,3,92.85714285714286,100.0,1.0,3
line_4_204,samples\line_4_204.npz,faulted,line,4,1,4,92.85714285714286,100.0,1.0,3
line_5_205,samples\line_5_205.npz,faulted,line,5,2,3,85.71428571428571,100.0,1.0,4
line_6_206,samples\line_6_206.npz,faulted,line,6,3,4,92.85714285714286,100.0,1.0,3
line_7_207,samples\line_7_207.npz,faulted,line,7,5,10,85.71428571428571,100.0,1.0,3
line_8_208,samples\line_8_208.npz,faulted,line,8,5,11,85.71428571428571,100.0,1.0,3
line_9_209,samples\line_9_209.npz,faulted,line,9,5,12,85.71428571428571,100.0,2.0,3
line_10_210,samples\line_10_210.npz,faulted,line,10,8,9,85.71428571428571,100.0,2.0,3
line_11_211,samples\line_11_211.npz,faulted,line,11,8,13,85.71428571428571,100.0,2.0,3
line_12_212,samples\line_12_212.npz,faulted,line,12,9,10,92.85714285714286,100.0,1.0,3
line_13_213,samples\line_13_213.npz,faulted,line,13,11,12,92.85714285714286,100.0,1.0,3
line_14_214,samples\line_14_214.npz,faulted,line,14,12,13,92.85714285714286,100.0,1.0,3
trafo_0_215,samples\trafo_0_215.npz,faulted,trafo,0,3,6,92.85714285714286,100.0,1.0,3
trafo_1_216,samples\trafo_1_216.npz,faulted,trafo,1,3,8,92.85714285714286,100.0,1.0,3
trafo_2_217,samples\trafo_2_217.npz,faulted,trafo,2,4,5,92.85714285714286,100.0,1.0,3
trafo_3_218,samples\trafo_3_218.npz,faulted,trafo,3,6,7,92.85714285714286,100.0,1.0,3
trafo_4_219,samples\trafo_4_219.npz,faulted,trafo,4,6,8,92.85714285714286,100.0,1.0,3
line_0_220,samples\line_0_220.npz,faulted,line,0,0,1,92.85714285714286,100.0,1.0,3
line_1_221,samples\line_1_221.npz,faulted,line,1,0,4,92.85714285714286,100.0,1.0,4
line_2_222,samples\line_2_222.npz,faulted,line,2,1,2,92.85714285714286,100.0,1.0,3
line_3_223,samples\line_3_223.npz,faulted,line,3,1,3,85.71428571428571,100.0,0.0,3
line_4_224,samples\line_4_224.npz,faulted,line,4,1,4,92.85714285714286,100.0,1.0,3
line_5_225,samples\line_5_225.npz,faulted,line,5,2,3,92.85714285714286,100.0,1.0,3
line_6_226,samples\line_6_226.npz,faulted,line,6,3,4,92.85714285714286,100.0,0.0,3
line_7_227,samples\line_7_227.npz,faulted,line,7,5,10,85.71428571428571,100.0,1.0,3
line_8_228,samples\line_8_228.npz,faulted,line,8,5,11,85.71428571428571,100.0,1.0,3
line_9_229,samples\line_9_229.npz,faulted,line,9,5,12,85.71428571428571,100.0,2.0,3
line_10_230,samples\line_10_230.npz,faulted,line,10,8,9,85.71428571428571,100.0,2.0,3
line_11_231,samples\line_11_231.npz,faulted,line,11,8,13,85.71428571428571,100.0,2.0,3
line_12_232,samples\line_12_232.npz,faulted,line,12,9,10,92.85714285714286,100.0,1.0,3
line_13_233,samples\line_13_233.npz,faulted,line,13,11,12,92.85714285714286,100.0,1.0,3
line_14_234,samples\line_14_234.npz,faulted,line,14,12,13,92.85714285714286,100.0,1.0,3
trafo_0_235,samples\trafo_0_235.npz,faulted,trafo,0,3,6,92.85714285714286,100.0,1.0,3
trafo_1_236,samples\trafo_1_236.npz,faulted,trafo,1,3,8,92.85714285714286,100.0,0.0,4
trafo_2_237,samples\trafo_2_237.npz,faulted,trafo,2,4,5,92.85714285714286,100.0,1.0,3
trafo_3_238,samples\trafo_3_238.npz,faulted,trafo,3,6,7,85.71428571428571,100.0,2.0,4
trafo_4_239,samples\trafo_4_239.npz,faulted,trafo,4,6,8,92.85714285714286,100.0,1.0,3
line_0_240,samples\line_0_240.npz,faulted,line,0,0,1,100.0,100.0,0.0,2
line_1_241,samples\line_1_241.npz,faulted,line,1,0,4,100.0,100.0,0.0,3
line_2_242,samples\line_2_242.npz,faulted,line,2,1,2,100.0,100.0,0.0,2
line_3_243,samples\line_3_243.npz,faulted,line,3,1,3,92.85714285714286,100.0,0.0,2
line_4_244,samples\line_4_244.npz,faulted,line,4,1,4,100.0,100.0,0.0,2
line_5_245,samples\line_5_245.npz,faulted,line,5,2,3,92.85714285714286,100.0,0.0,2
line_6_246,samples\line_6_246.npz,faulted,line,6,3,4,100.0,100.0,0.0,2
line_7_247,samples\line_7_247.npz,faulted,line,7,5,10,92.85714285714286,100.0,1.0,2
line_8_248,samples\line_8_248.npz,faulted,line,8,5,11,92.85714285714286,100.0,1.0,3
line_9_249,samples\line_9_249.npz,faulted,line,9,5,12,92.85714285714286,100.0,1.0,2
line_10_250,samples\line_10_250.npz,faulted,line,10,8,9,92.85714285714286,100.0,1.0,2
line_11_251,samples\line_11_251.npz,faulted,line,11,8,13,92.85714285714286,100.0,1.0,2
line_12_252,samples\line_12_252.npz,faulted,line,12,9,10,100.0,100.0,0.0,2
line_13_253,samples\line_13_253.npz,faulted,line,13,11,12,100.0,100.0,0.0,2
line_14_254,samples\line_14_254.npz,faulted,line,14,12,13,100.0,100.0,0.0,2
trafo_0_255,samples\trafo_0_255.npz,faulted,trafo,0,3,6,100.0,100.0,0.0,2
trafo_1_256,samples\trafo_1_256.npz,faulted,trafo,1,3,8,100.0,100.0,0.0,2
trafo_2_257,samples\trafo_2_257.npz,faulted,trafo,2,4,5,100.0,100.0,0.0,2
trafo_3_258,samples\trafo_3_258.npz,faulted,trafo,3,6,7,92.85714285714286,100.0,1.0,3
trafo_4_259,samples\trafo_4_259.npz,faulted,trafo,4,6,8,100.0,100.0,0.0,2
line_0_260,samples\line_0_260.npz,faulted,line,0,0,1,85.71428571428571,100.0,1.0,2
line_1_261,samples\line_1_261.npz,faulted,line,1,0,4,85.71428571428571,100.0,0.0,2
line_2_262,samples\line_2_262.npz,faulted,line,2,1,2,85.71428571428571,100.0,1.0,3
line_3_263,samples\line_3_263.npz,faulted,line,3,1,3,85.71428571428571,100.0,1.0,2
line_4_264,samples\line_4_264.npz,faulted,line,4,1,4,85.71428571428571,100.0,0.0,2
line_5_265,samples\line_5_265.npz,faulted,line,5,2,3,85.71428571428571,100.0,0.0,2
line_6_266,samples\line_6_266.npz,faulted,line,6,3,4,85.71428571428571,100.0,0.0,2
line_7_267,samples\line_7_267.npz,faulted,line,7,5,10,78.57142857142857,100.0,-1.0,2
line_8_268,samples\line_8_268.npz,faulted,line,8,5,11,78.57142857142857,100.0,-1.0,2
line_9_269,samples\line_9_269.npz,faulted,line,9,5,12,78.57142857142857,100.0,0.0,2
line_10_270,samples\line_10_270.npz,faulted,line,10,8,9,78.57142857142857,100.0,1.0,2
line_11_271,samples\line_11_271.npz,faulted,line,11,8,13,85.71428571428571,100.0,0.0,2
line_12_272,samples\line_12_272.npz,faulted,line,12,9,10,85.71428571428571,100.0,0.0,2
line_13_273,samples\line_13_273.npz,faulted,line,13,11,12,85.71428571428571,100.0,0.0,2
line_14_274,samples\line_14_274.npz,faulted,line,14,12,13,85.71428571428571,100.0,0.0,3
trafo_0_275,samples\trafo_0_275.npz,faulted,trafo,0,3,6,85.71428571428571,100.0,0.0,2
trafo_1_276,samples\trafo_1_276.npz,faulted,trafo,1,3,8,85.71428571428571,100.0,0.0,2
trafo_2_277,samples\trafo_2_277.npz,faulted,trafo,2,4,5,85.71428571428571,100.0,0.0,2
trafo_3_278,samples\trafo_3_278.npz,faulted,trafo,3,6,7,78.57142857142857,100.0,1.0,3
trafo_4_279,samples\trafo_4_279.npz,faulted,trafo,4,6,8,85.71428571428571,100.0,0.0,2
line_0_280,samples\line_0_280.npz,faulted,line,0,0,1,71.42857142857143,100.0,1.0,3
line_1_281,samples\line_1_281.npz,faulted,line,1,0,4,71.42857142857143,100.0,1.0,3
