kind,idx,failed_u,failed_v,outages,avg_delta_pmus,max_delta_pmus,avg_cov_fixed,avg_cov_reopt,is_critical
line,113,76,79,1,0.0,0,100.0,100.0,False
line,114,76,79,1,0.0,0,100.0,100.0,False
line,115,78,79,1,0.0,0,99.15254237288136,100.0,False
line,116,76,81,1,1.0,1,99.15254237288136,100.0,True
line,117,81,82,1,0.0,0,100.0,100.0,False
line,118,82,83,1,0.0,0,100.0,100.0,False
line,119,82,84,1,1.0,1,99.15254237288136,100.0,True
line,120,83,84,1,1.0,1,99.15254237288136,100.0,True
line,121,84,85,1,0.0,0,100.0,100.0,False
line,122,84,87,1,0.0,0,100.0,100.0,False
line,123,84,88,1,0.0,0,100.0,100.0,False
line,124,87,88,1,0.0,0,100.0,100.0,False
line,125,88,89,1,0.0,0,100.0,100.0,False
line,126,88,89,1,0.0,0,100.0,100.0,False
line,127,89,90,1,0.0,0,100.0,100.0,False
line,128,88,91,1,0.0,0,100.0,100.0,False
line,129,88,91,1,0.0,0,100.0,100.0,False
line,130,90,91,1,0.0,0,99.15254237288136,100.0,False
line,131,91,92,1,0.0,0,100.0,100.0,False
line,132,91,93,1,0.0,0,100.0,100.0,False
line,133,92,93,1,0.0,0,100.0,100.0,False
line,134,93,94,1,0.0,0,99.15254237288136,100.0,False
line,135,79,95,1,0.0,0,100.0,100.0,False
line,136,81,95,1,0.0,0,100.0,100.0,False
line,137,93,95,1,0.0,0,100.0,100.0,False
line,138,79,96,1,0.0,0,99.15254237288136,100.0,False
line,139,79,97,1,0.0,0,100.0,100.0,False
line,140,79,98,1,0.0,0,100.0,100.0,False
line,141,91,99,1,1.0,1,100.0,100.0,True
line,142,93,99,1,1.0,1,100.0,100.0,True
line,143,94,95,1,0.0,0,100.0,100.0,False
line,144,95,96,1,0.0,0,100.0,100.0,False
line,145,97,99,1,1.0,1,100.0,100.0,True
line,146,98,99,1,1.0,1,100.0,100.0,True
line,147,99,100,1,1.0,1,99.15254237288136,100.0,True
line,148,91,101,1,0.0,0,99.15254237288136,100.0,False
line,149,100,101,1,0.0,0,100.0,100.0,False
line,150,99,102,1,1.0,1,100.0,100.0,True
line,151,99,103,1,1.0,1,100.0,100.0,True
line,152,102,103,1,0.0,0,100.0,100.0,False
line,153,102,104,1,0.0,0,100.0,100.0,False
line,154,99,105,1,1.0,1,100.0,100.0,True
line,155,103,104,1,0.0,0,100.0,100.0,False
line,156,104,105,1,0.0,0,100.0,100.0,False
line,157,104,106,1,1.0,1,99.15254237288136,100.0,True
line,158,104,107,1,1.0,1,99.15254237288136,100.0,True
line,159,105,106,1,0.0,0,100.0,100.0,False
line,160,107,108,1,0.0,0,100.0,100.0,False
line,161,102,109,1,0.0,0,100.0,100.0,False
line,162,108,109,1,1.0,1,99.15254237288136,100.0,True
line,163,109,110,1,1.0,1,99.15254237288136,100.0,True
line,164,109,111,1,1.0,1,99.15254237288136,100.0,True
line,165,16,112,1,0.0,0,100.0,100.0,False
line,166,31,112,1,0.0,0,100.0,100.0,False
line,167,31,113,1,0.0,0,99.15254237288136,100.0,False
line,168,26,114,1,-1.0,-1,99.15254237288136,100.0,False
line,169,113,114,1,0.0,0,100.0,100.0,False
line,170,11,116,1,1.0,1,99.15254237288136,100.0,True
line,171,74,117,1,1.0,1,99.15254237288136,100.0,True
line,172,75,117,1,0.0,0,100.0,100.0,False
trafo,0,7,4,1,0.0,0,100.0,100.0,False
trafo,1,25,24,1,0.0,0,99.15254237288136,100.0,False
trafo,2,29,16,1,0.0,0,99.15254237288136,100.0,False
trafo,3,37,36,1,0.0,0,99.15254237288136,100.0,False
trafo,4,62,58,1,-1.0,-1,99.15254237288136,100.0,False
trafo,5,63,60,1,0.0,0,99.15254237288136,100.0,False
trafo,6,64,65,1,0.0,0,100.0,100.0,False
trafo,7,64,67,1,0.0,0,99.15254237288136,100.0,False
trafo,8,67,68,1,0.0,0,100.0,100.0,False
trafo,9,80,67,1,0.0,0,100.0,100.0,False
trafo,10,80,79,1,0.0,0,100.0,100.0,False
trafo,11,86,85,1,0.0,0,99.15254237288136,100.0,False
trafo,12,115,67,1,0.0,0,99.15254237288136,100.0,False
